OK	Elk City	Elk City Regional Business Airport	KELK	Elk City Regional Business Airport	580-225-7700	Did Not/Would not answer													2017-08-24				
OK	Poteau	Robert S Kerr Airport	KRKR	Poteau Aviation	918-647-4226	No													2017-08-24				
OK	Weatherford	Thomas P Stafford Airport	KOJA	 Weatherford - Thomas P. Stafford Airport	580-774-1971, 580-774-7848	No													2017-08-24				
OK	Stigler	Stigler Regional Airport	KGZL	Stigler Municipal Airport	918-967-2164	Yes	Engine Type		0	0	0	0	0	per night 					2017-08-24				
OK	Alva	Alva Regional Airport	KAVK	Alva Regional Airport	580-327-2898, 580-748-2709	Yes	Flat Rate												2017-08-24	No Real Structure			
OK	Chandler	Chandler Regional Airport	KCQB	Chandler Regional Airport	405-258-3200	Yes													2017-08-25	No Real Structure			
OK	Altus	Altus/Quartz Mountain Regional Airport	KAXS	Altus/Quartz Mountain Regional Airport	580-482-8833	Did Not/Would not answer													2017-08-25				
OK	Woodward	West Woodward Airport	KWWR	West Woodward Airport	580-256-8286	No													2017-08-25				
OK	Cushing	Cushing Municipal Airport	KCUH	Cushing Flight Service	918-225-6979, 405-326-6579	Yes													2017-08-25	Unreliable Data			
OK	Fairview	Fairview Municipal Airport	6K4	Regier Flying Service	580-227-3788	Yes													2017-08-25	Unreliable Data			
OK	Pryor	Mid-America Industrial Airport	H71	Mid-America Industrial Airport	918-476-6090, 918-825-3500	No													2017-08-25				
OK	Blackwell	Blackwell-Tonkawa Municipal Airport	KBKN	Blackwell Airport Trust	580-363-4242	No													2017-08-25				
OK	Hugo	Stan Stamper Municipal Airport	KHHW	Stan Stamper Municipal Airport	580-326-2335	No													2017-08-25				
OK	Skiatook	Skiatook Municipal Airport	2F6	City of Skiatook (FBO)	918-396-1274	No													2017-08-25				
OK	Henryetta	Henryetta Municipal Airport	F10	Henryetta Municipal Airport	918-652-8634	Did Not/Would not answer													2017-08-25				
OK	Clinton	Clinton Regional Airport	KCLK	 Clinton Regional Airport	580-323-5782	Did Not/Would not answer													2017-08-25				
OK	Atoka	Atoka Municipal Airport	KAQR	Atoka Municipal Airport	580-889-3250	Did Not/Would not answer													2017-08-25				
OK	Kingfisher	Kingfisher Airport	F92	City of Kingfisher (FBO)	405-375-4901, 405-368-9491	Did Not/Would not answer													2017-08-28				
OK	Watonga	Watonga Regional Airport	KJWG	City of Watonga (FBO)	580-623-7350	No													2017-08-28				
OK	Cookson	Tenkiller Lake Airpark	44M	Tenkiller Lake Airpark	918-457-5444	No													2017-08-28				
OK	Mangum	Scott Field Airport	2K4	 City of Mangum (self-serve fuel)	580-782-2256	No													2017-08-28				
OK	Hinton	Hinton Municipal Airport	2O8	Hinton Airport	405-542-3993	Yes	Other	time there	0	$50-$100	0	0	0	50-250 based on size 	Not often 	No			2017-08-28	Good			
OK	Sallisaw	Sallisaw Municipal Airport	KJSV	City of Sallisaw	918-775-4384	Yes	Engine Type		0	0	0	0	0	wouldn't state 	Maybe every 2 years	No			2017-08-29	Would not Disclose			
OK	Sayre	Sayre Municipal Airport	3O4	Sayre Municipal Airport	580-928-2260	No													2017-08-29				
OK	Bristow	Jones Memorial Airport	3F7	City of Bristow (FBO)	918-340-0000	No													2017-08-29				
OK	Grandfield	Grandfield Municipal Airport	1O1	City of Grandfield	580-479-5215	No													2017-08-29				
OK	Hooker	Hooker Municipal Airport	O45	City of Hooker	580-652-2885	No													2017-08-29				
OK	Hobart	Hobart Regional Airport	KHBR	City of Hobart	580-726-2719	Did Not/Would not answer													2017-08-29				
OK	Idabel	Mc Curtain County Regional Airport	4O4	 City of Idabel (FBO)	580-286-3558, 580-212-1482	Did Not/Would not answer													2017-08-29	Did not Answer (Will Call Again)			
OK	Holdenville	Holdenville Municipal Airport	F99	Holdenville Municipal Airport	405-380-7988	Did Not/Would not answer													2017-08-29	Did not Answer (Called Twice)			
OK	Stroud	Stroud Municipal Airport	KSUD	City of Stroud	918-968-2890, 918-285-6200	Did Not/Would not answer													2017-08-29	Did not Answer (Called Twice)			
OK	Tulsa	Harvey Young Airport	1H6	Harvey Young Airport	918-437-2877	Did Not/Would not answer													2017-08-29	Would not Disclose			
OK	Antlers	Antlers Municipal Airport	80F	Antlers Municipal Airport	580-298-5635	Did Not/Would not answer													2017-08-29	Would not Disclose			
OK	Haskell	Haskell Airport	2K9	Haskell Airport	918-231-3232	Yes	Make and Model		0	0	0	ranges anywhere from 35 and up 	0	depends on how long needed for	Not often 	No	0		2017-08-30	Good			
OK	Hollis	Hollis Municipal Airport	O35	Gray Ag Air	580-688-2548	Yes													2017-08-30				
OK	Anadarko	Anadarko Municipal Airport	F68	City of Anadarko	405-247-2481	Yes	Other	case by case 											2017-08-30	Good			
OK	Medford	Medford Municipal Airport	O53	Andy Deterding Ag Aviation	580-532-4483	No													2017-08-30	Good			
OK	Snyder	Snyder Airport	4O1	Snyder Spraying Service	580-569-2222	No													2017-08-30	Good			
OK	Hominy	Hominy Municipal Airport	H92	City of Hominy	918-885-2164	Did Not/Would not answer													2017-08-30	Did not Answer (Called Twice)			
OK	Woodward	West Woodward Airport	KWWR	West Woodward Airport	580-256-8286	Did Not/Would not answer													2017-08-30	No Real Structure			
