MS	Magee	Magee Municipal Airport	17M	Magee Municipal Airport	601-849-3571	Did Not/Would not answer													8/14/17	Did not Answer (Called Twice)			
MS	Mc Comb	Mc Comb (Pike County) Airport/John E Lewis Field	KMCB	Air Services of Mississippi	601-684-8950, 601-684-4377	No			$0	$0	$0	$0	$35	$30-$50	not often			Rick 	8/14/17	Good			
MS	Meridian	Key Field Airport	KMEI	 Meridian Aviation	601-693-7282	No			no	no	no	no	50	25 prop and 50 jet	not often	No		tori	8/14/17	Good	No		
MS	Natchez	Hardy-Anders Field Natchez-Adams County Airport	KHEZ	Natchez-Adams County Airport	601-442-3142	Did Not/Would not answer													8/14/17	Did not Answer (Called Twice)			Wrong Number
MS	New Albany	New Albany-Union County Airport	M72	New Albany/Union County Airport	662-534-1050	No			$0	$0	$0	$0	$0	$50-$1100/mo	not often			Rudy Dixon	8/14/17	Good			
MS	Newton	James H Easom Field Airport	M23	City of Newton	601-683-2664	Did Not/Would not answer													8/14/17	Did not Answer (Called Twice)			
MS	Ocean Springs	Ocean Springs Airport	5R2	Romac Aero Services Co.	228-872-1962	Yes	Other		$10	$10	$10	$0	$0	$200/ mo	not often	Yes	10 gal one day only	John D	8/14/17	Good	No		
MS	Okolona	Okolona Municipal Airport-Richard Stovall Field	5A4	Okolona Municipal Airport	662-869-1419, 662-255-5066	Did Not/Would not answer													8/14/17	Did not Answer (Called Twice)			
MS	Olive Branch	Olive Branch Airport	KOLV	 Metro Aviation Services	662-895-2978, 901-521-9439	Yes	Weight		$50-$100	$15-$60	$15-$35	$0	$100 cash only	$40-$125/ night	not often	Yes	60 + gal first night tie down	Will	8/14/17	Good	No		
MS	Oxford	University-Oxford Airport	KUOX	General Aviation Services	662-234-2036	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Pascagoula	Trent Lott International Airport	KPQL	 SkyWarrior Flight Support	228-474-1000	No			$0	$0	$10/day	$0	$75/ hour	$20/ night	not often	Yes	none	Hazel 	8/25/17	Good	No		GPU- 25 every 15 minute. Corporate may have fee sheet
MS	Philadelphia	Philadelphia Municipal Airport	KMPE	Express Aviation	601-656-0203	Yes	Flat Rate		$0	$0	$75/ night	$0	$50	none	never	Yes	none		8/25/17	Good	No		
MS	Picayune	Picayune Municipal Airport	KMJD	Phillips Aviation	601-749-4449, 601-749-9595	No			$0	$0	$30/month	$0	$100	city owned	dont 	Yes	ramp	Diana	8/25/17	Good	Yes		
MS	Pittsboro	Calhoun County Airport	04M	Calhoun County Airport Board	662-412-3126	Did Not/Would not answer													8/25/17	Would not Disclose			
MS	Pontotoc	Pontotoc County Airport	22M	Pontotoc County Airport	662-489-3900	No			$0	$0	$0	$0	$0	$50-$125/mo	rarely			Ted	8/25/17	Good			#- 662-891-5593
MS	Poplarville	Poplarville-Pearl River County Airport	M13	City of Poplarville	601-795-9371	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Prentiss	Prentiss-Jefferson Davis County Airport	M43	Steverson Aviation L.L.C.	601-466-4959, 601-792-2243	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Quitman	Clarke County Airport	23M	Clarke County Airport	601-776-6312	Yes			$0	40	$15/night	$0	$0	$40-$50/mo	every 6 years			Kim	8/25/17	Good	No		
MS	Raymond	John Bell Williams Airport	KJVW	Hinds Community College	601-857-3884	No			$0	$0	$0	$0	$0	$225/mo	not often			Haram H	8/25/17	Good	No		
MS	Ripley	Ripley Airport	25M	Ripley Airport	662-587-7070	No			$0	$0	$0	$0	$0	$75/mo	rarely			Johnny C	8/25/17	Good			wrong #. Correct number- 6625879500
MS	Starkville	George M Bryan Airport	KSTF	City of Starkville	662-615-1848, 662-418-5900	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Tunica	Tunica Municipal Airport	KUTA	Tunica Air Center	662-357-7330	Yes	Make and Model		depends	$8-$60	0	$0	depends	$35-$150	not often 	Yes	1 gal	Betsy	8/25/17	Unreliable Data	No		
MS	Tupelo	Tupelo Regional Airport	KTUP	Tupelo Aviation Unlimited	662-823-4359	No			$0	jet: $70 	$0	$0	$120	large: $60/day, small: $30/day	not often- every 5 years	Yes	70 gal	Elizabeth	8/25/17	Good	No		loading and unloading 70/ person and hour, GPU-30/ hour
MS	Tylertown	Paul Pittman Memorial Airport	T36	Walthall Co. Airport	601-876-4500	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Vicksburg	Vicksburg Municipal Airport	KVKS	Vicksburg Municipal Airport	601-636-4925	Yes			$0	$0	$0	$0	$0	single: $25/night, Multi: $50/night	not often	Yes	any	Ron	8/25/17	Good	No		
MS	Water Valley	Water Valley Municipal Airport	33M	City of Water Valley	662-473-2431	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Waynesboro	Waynesboro Municipal Airport	2R0	Waynesboro Municipal Airport	601-735-9682	No			$0	$0	$0	$0	$0	city owned				Janice	8/25/17	Good			
MS	West Point	McCharen Field Airport	M83	City of West Point	662-524-0039	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Wiggins	Dean Griffin Memorial Airport	M24	Dean Griffin Memorial Airport	601-928-6495	Did Not/Would not answer													8/25/17	Did not Answer (Called Twice)			
MS	Winona	Winona-Montgomery County Airport	5A6	Heath Aviation	662-283-9833	No			$0	$0	$0	$0	$0	unaware	not often	No		Rose	8/25/17	Good	No		
