4/21/2017 14:51:29	Kokomo	Indiana	Kokomo Municipal Airport	Kokomo Municipal Airport	KOKK	Yes	Engine type	Yes	0	Single engine: 0,twin engine turboprop: 50,light jet: 50,	0	150	No overnight available		4/21/2017			
4/21/2017 14:56:40	La Porte	Indiana	La Porte Municipal Airport	La Porte Municipal Airport	KPPO	No		no	0	0	0	50	25/night		4/21/2017			
4/21/2017 17:30:35	Lafayette	Indiana	Purdue Aviation	Purdue University Airport	KLAF	Yes	Engine type	Yes	0	Heavy Jet: 200,light Jet: 150,	0	0			4/21/2017			
4/24/2017 9:40:15	Atlantic	Iowa	Airworks 	Atlantic Municipal Airport	KAIO	No						50	50-200/night		4/24/2017			
4/12/2017 8:27:07	Alma	Michigan	Ace Avation	Padghram Field Airport	35D	Yes	Weight	yes	<10000: 0	0	0	0	monthly (call ahead)	Mike	4/12/2017	No		
4/12/2017 8:30:21	Dowagiac 	Michigan	General Aviation Dowagiac 	Dowagiac Municipal Airport	C91 	No						0		Don't know.	4/12/2017	No	Just 100LL	
4/12/2017 8:35:44	Drummond Island	Michigan	Baileys Services 	Drummond Island Airport 	KDRM 	Yes	flat rate	No	No	4	0	0	30 Single ,50 Twin ,100 Jet 	James 	4/12/2017	No		
4/12/2017 8:44:54	Alma	Michigan	Three Point Avation	Gratiot Community Airport	KAMN	Yes	flat rate	Yes	50	tie down: 10		25	Heated	Dennis	4/12/2017	No	He called me back on a different number  so I can't be 100% certain that this is the correct airport  but I'm like 98% sure. 	
4/12/2017 9:08:49	Ann Arbor	Michigan	Solo Avation	Ann Arbor Municipal Airport	KARB	Yes	flat rate	no	0	5	0	0	by airport	Paul	4/12/2017	Yes		
4/12/2017 9:21:27	Ann Arbor	Michigan	Avation Center	Ann Arbor Municipal Airport	KARB	yes	flat rate	Yes	0	4	0	50	25/night-150/night	Mark	4/12/2017	Yes		
4/12/2017 9:26:06	Atlanta	Michigan	None	Atlanta Municipal Airport	Y93	No						0		Unsure	4/12/2017	No		
4/12/2017 9:55:00	Battle Creek 	Michigan	Contennial Aircraft Services	Kellogg Airport	KBTL	No						0		N/A	4/12/2017		Focused on Manufacturing - not really an FBO anymore	
4/12/2017 10:00:54	Beaver Island	Michigan	(Not found online  said on phone)	Beaver Island Airport	KSJX	Yes	engine type	Yes	twin engine turboprop: 15	0	0	0	N/A	Beth	4/12/2017	No		
4/12/2017 10:08:37	Bellaire	Michigan	Antrim County Airport	Antrim County Airport	KACB	Yes	engine type		twin engine turboprop: 75,light jet: 150	twin engine turboprop: 50,light jet: 100,	0	100	Small 200	Didn't get it	4/12/2017			
4/12/2017 12:21:30	Gaylord 	Michigan	Gaylord Regional Airport	Gaylord Regional Airport	KGLR	Yes								Shari	4/12/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2LUpDaWZMOGQyVXM
4/12/2017 12:28:40	Gladwin	Michigan	Gladwin Zettel Memorial Airport 	Gladwin Zettel Memorial Airport 	KGDW	No			no	no	no	no	no	Pete	4/12/2017	No	Courtesy Car available for staying in the around	
4/12/2017 13:35:23	Grayling 	Michigan	Crawford County Air Terminal 	Grayling Army Airfield 	KGOV	No			No	No	NO	No	Only Long term hangers 	Pete 	4/12/2017	No	They have 100LL and Jet A. All self serve. 	
4/12/2017 13:50:46	Greenville	Michigan	Marceco Aviation 	Greenville Municipal Airport  	K6D6	No			no	no	no	50	20-50 depending on weather	Julie 	4/12/2017	No		
4/12/2017 14:06:06	Grand Ledge 	Michigan	Grand Air Aviation Inc 	 Abrams Municipal Airport 	4D0	No						0		Helen = SHES SO COOL	4/12/2017	No	NO FEES. THEY ARE LIKE JET AIR THEY WANT TO EARN YOUR BUSINESS 	
4/13/2017 8:16:58	Boyne City	Michigan	Boyne City Municipal Airport	Boyne City Municipal Airport	N98	Yes	Flat Rate	no	0	Tie Down: 5	0	0	Limited availablility	City Hall	4/13/2017	No	Run by the City	
4/13/2017 8:26:13	Hancook	Michigan	Houghton County Memorial Airport	Houghton County Memorial Airport	KCMX	No						0		Rose	4/12/2017	No	Rose was the bomb she is should be in our beta 906-482-3970	
4/13/2017 8:40:53	Cheboygan	Michigan	Cheboygan County Airport	Cheboygan County Airport	KSLH	Yes	Engine type	yes	0	Single Engine: 10,twin engine: 20 ,twin engine turboprop: 50,Tie down: single engine: 10,Tie down: twin engine: 15,Tie down: twin engine turboprop: 25 		100	25/night 	Ken Fuss	4/13/2017	No		
4/13/2017 8:43:39	Harbor Springs	Michigan	Harbor Springs Airport	Harbor Springs Airport	KGMN 	Yes	Engine type		Yes	Yes		100	 locals have there hangers and can rent them out to people  but call on before hand to make arrangements. 	Josh 	4/13/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2MlN5UW8wa21vazQ  https://drive.google.com/open?id=0B7XpAj1hR-s2WV9xS0h2Qlp1X1k
4/13/2017 8:43:44	Clare 	Michigan	Clare Municipal Airport	Clare Municipal Airport	48D	Yes	Flat Rate	no	0	3	0		140/month  250/month	Gary 	4/13/2017	No		
4/13/2017 9:01:49	Coldwater	Michigan	Elite Air Services	Branch County Memorial Airport	KOEB	No			0	0		0	Heated 50  85-185/mo	Cindy (Be soft and quiet!)	4/13/2017	No		
4/13/2017 9:07:29	Hastings 	Michigan	Hastings City/ Barry County Airport 	Hastings Airport 	9D9 	No			No	No	No 	0	Depends on what you need- 10 bucks a night thouth	Mark 	4/13/2017	No		
4/13/2017 9:11:36	Plymouth	Michigan	Canton-Plymouth-Mettetal Airport	Canton-Plymouth-Mettetal Airport	MDOT	No		no	0	0	0	0	0	A man	4/13/2017	This is the Airport  there is also an FBO		
4/13/2017 9:36:22	Pontiac	Michigan	Oakland Air	Oakland County International Airport	KPTK	Yes	engine type	Yes	0	single engine: 25,twin engine: 50,twin engine turboprop: 75,light jet: 75,large jet: 100,mega jet: 150	0	0	single 100/night up to 500/night	Renee	4/13/2017	Yes  Not included in list as of April 13		
4/13/2017 9:57:54	Port Huron	Michigan	Avation Express	St. Clair County International Airport	KPHN	Yes	Weight	no		none		70	In photo (heated  winter)	A man with a customer waiting	4/13/2017	Yes		https://drive.google.com/open?id=0B1tamb7gEV3qT3VJc3FlR1lsbW8
4/13/2017 10:11:28	Romeo	Michigan	Romeo Airport Management	Romeo State Airport	D98	No			0	0		0		A jovial man	4/13/2017	No		
4/13/2017 10:16:04	Howell	Michigan	Livingston County Airport 	Livingston County Spencer J Hard Airport 	OZW	Yes	Engine type							Kathy Is SO cool	4/13/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2NXk1RzhyYW8tZ0E
4/13/2017 10:19:00	Three Rivers	Michigan	City of Three Rivers (FBO)	Three Rivers Municipal Dr. Haines Airport	KHAI	yes	flat rate		0	15	0	0	85-120/month	Mark	4/13/2017		Called city initially (City run)	
4/13/2017 10:30:12	Troy	Michigan	JDS Pump-N-Go	Cherry Capital Airport	KVLL	Yes	Weight		<12500: 0,>12500: 25	10	0	0		A man	4/13/2017	No		
4/13/2017 10:31:22	Ironwood	Michigan	Gogebic-Iron County Airport 	Gogebic-Iron County Airport	KIWD	Yes	Engine type	Yes	Single engine: 5,twin engine: 10,twin engine turboprop: 25,light jet: 25	tie down: 8,5	No	150	Single 50 dollars for heated 25 unheated,Twin 75 heated 45 unheated,Turbo/Jet heated 100	Mindy 	4/13/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2cnA2R2ZyRW94aW8
4/13/2017 10:33:44	Iron Mountain/Kingsford 	Michigan	 Kubick Aviation Services	Ford Airport	KIMT  	Yes								greg- He was cool	4/13/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2MmRYRFFyV0JQLWs
4/13/2017 10:39:05	Zeeland	Michigan	Ottawa Executive Airport	Ottawa Executive Airport	Z98	yes	engine type		0	single engine: 7,twin engine: 10	0	0	--	A man	4/13/2017	No		
4/17/2017 11:07:31	Jackson	Michigan	Airport Restaurant & Skyway Aviation	Jackson County Airport Reynolds Field	KJXN	No						0		??	4/12/2017		Only charge for fuel.	
4/17/2017 11:09:30	Jenison	Michigan	Riverview Airport	Riverview Airport	08C	No						0	No hangars available 	??	4/12/2017	No FBO on the field		
4/17/2017 14:14:26	Lambertville	Michigan	Suburban Aviation	Toledo Suburban Airport	KDUH	No						0	Long term rentals only	??	4/12/2017	No		
4/17/2017 14:17:16	Linden	Michigan	Linden Airport Leasing	Price's Airport	9G2	Yes	wingspan	No	None	None	None	None	100-200 (varies on size) no heated hangars available	Mike	4/12/2017	No		
4/17/2017 14:24:04	Mackinac Island	Michigan	Mackinac Island Airport	Mackinac Island Airport	KMCD	Yes	engine type	No	Single Engine: 12.50,Twin Engine: 25,twin engine Turboprop: 34.50,light Jet: 34.50	Tie Down: Single engine: 12.50,Tie Down: Twin engine: 25,Tie Down: twin engine Turboprop: 34.50,Tie Down: light Jet: 34.50	None	None	Not available 	??	4/12/2017	No		
4/17/2017 14:29:35	Marine City	Michigan	Marine City Aviation	Marine City Airport	76G	No						0		Kathy	4/12/2017	No	mom + pop airport  no fee structure.	
4/17/2017 14:40:49	Marquette	Michigan	Boreal Aviation	Sawyer International Airport	KSAW	Yes	modern							Ed	4/12/2017		Ed use to fly to Galesburg when Maytag was still around. Could be good resource.	https://drive.google.com/open?id=0B9NWYT3HB4NhWkd0R1RhRGVzUzQ  https://drive.google.com/open?id=0B9NWYT3HB4NhM1JqY0Y5b2drTDQ
4/17/2017 14:47:24	Midland	Michigan	Quality Aviation Services Inc.	Jack Barstow Airport	KIKW	Yes	engine type	Yes	None	Tie Down: Single Engine: 2.50,Tie Down: Twin Engine turboprop: 4,	None	None	Limited Space  call ahead. ,15 flat rate (only have room for small twin or smaller)	Jeanine 	4/12/2017	No	Longest runway is 3 800ft which limits larger aircrafts from landing. 	
4/17/2017 14:51:29	Mio	Michigan	Oscoda County Dennis Kauffman Airport	Oscoda County Dennis Kauffman Memorial Airport	51M	No						50	Long term rent only.	Huge	4/12/2017	No		
4/17/2017 14:55:53	Big Rapids	Michigan	Colt Aviation	Roben-Hood Airport	KRQB	Yes	Flat Rate	Self-serve						Kendra	4/13/2017	No	http://www.colt-aviation.com/fuel.htm (fees table found here)	
4/17/2017 14:58:54	Newberry	Michigan	Luce County Airport	Luce County Airport	KERY	Yes	wingspan	No	None	None	None	None	Heated Hangar: 25-50 depending on wingspan (ex: Kingair= 50),Call ahead to check for space.	Jay	4/13/2017	No		
4/17/2017 15:01:13	Niles	Michigan	City of Niles	Jerry Tyler Memorial Airport	3TR	No						0		Joe Ray	4/13/2017	No	No fees at all in order to increase operations. 	
4/17/2017 15:13:10	Owosso	Michigan	Owosso Community Airport	Owosso Community Airport	KRNP	Yes	Flat Rate	Yes  self- serve	None	Tie Down: 5	None	None	10 (no heat)	Gary	4/13/2017	No		
4/17/2017 15:18:33	Sandusky	Michigan	Sandusky Service	Sandusky City Airport	Y83	No		no				0	Donation	Don	4/13/2017	No		
4/17/2017 15:20:30	South Haven	Michigan	South Haven Area Regional Airport	South Haven Area Regional Airport	KLWA	No		no				50	20 but currently full. Call ahead	Chris	4/13/2017	No	Would love to see project when finished.	
4/17/2017 15:24:22	Sparta	Michigan	Village of Sparta	Paul C Miller-Sparta Airport	8D4	Yes	Flat Rate	self fuel	None	Tie Down: 3	None	None	Only rented out long term.	??	4/13/2017	No		
4/17/2017 15:26:31	St. Ignace	Michigan	Great Lakes Air	Mackinac County Airport	83D	Yes	Flat Rate	self serve	None	None	None	None	small aircraft= 50,large and heated= 100	Paul	4/13/2017			
4/17/2017 15:29:08	Sturgis	Michigan	Kirsch Municipal Airport  City of Sturgis	Kirsch Municipal Airport	KIRS	Yes	Flat Rate	self serve	None	None	None	250	150	Christina	4/13/2017			
4/18/2017 8:43:16	Hancook	Michigan	Houghton County Memorial Airport	Houghton County Memorial Airport	KCMX	Yes								Rose	4/12/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2MGFmTFp3SmtlYWM
4/18/2017 8:49:46	Hillsdale	Michigan	Patriot Aviation  	Hillsdale Municipal Airport	KJYM	Yes								Ginger 	4/14/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2Rl9TcTJvbU92WjQ
4/18/2017 9:02:29	Holland	Michigan	Tulip City Air Service  Inc.	West Michigan Regional Airport	KBIV	Yes	Weight							Michael Krzciok	4/13/2017	No		https://drive.google.com/open?id=0B7XpAj1hR-s2dWhpQVlsQkUtYk0
4/25/2017 11:44:31	Saginaw	Michigan	Harry W. Browne Airport	Saginaw County H W Browne Airport	KHYX	Yes								Alan	4/13/2017			https://drive.google.com/open?id=0B9NWYT3HB4NhQ3hJRHhMY09hU1U
4/25/2017 11:51:41	West Branch	Michigan	Taber's Aircraft Service	West Branch Community Airport	Y31	Yes	engine type	No  self serve	None	twin engine turboprop: 35,light jet: 35	None	50	Single Piston Engine: 50,Jet/turboprop Aircraft: 200,(all hangars are unheated)	Ben	4/13/2017			
4/19/2017 9:32:05	Ada/Twin Valley	Minnesota	Norman County - Ada - Twin Valley Airport	Norman County Ada/Twin Valley Airport	D00	No						0		a man	4/19/2017			
4/19/2017 9:43:02	Alberta Lea	Minnesota	Alberta Lea Municipal Airport	Alberta Lea Municipal Airport	KAEL	Yes	flat rate	Yes	0	Tie down: 5	0	25	Small: 100/night. Small: 50 heated  30 unheated	A man	4/19/2017			
4/19/2017 9:53:50	Austin	Minnesota	Austin Aeroflight	Austin Municipal Airport	KAXN	Yes	Make and Model	no	no			0	--	A gruff man	4/19/2017		Sending Fee chart	
4/19/2017 10:01:05	Morris	Minnesota	Morris Municipal Airport	Morris Municipal Airport - Charlie Schmidt Field	KMOX	Yes	passengers	No	None	None	None	None	Heated Hangar: ,2-4 passengers (small): 25,6 or more passengers (large): 45	Man	4/19/2017		5 per engine plugin charge for preheating aircraft	
4/19/2017 10:04:39	Baudette	Minnesota	Adventure North Flying Service  LLC	Baudette International Airport	KBDE	No			0	0	0	50	Small: 50  Citation 10: 250	A man	4/19/2017			
